netrent,netrent.sqm,living.space,rooms,year,district,location,warm.water,central.heating,bath.tiles,bath.extras,upscale.kitchen
848.98,10.61,80,3,1918,9,simple,yes,yes,yes,no,no
698.41,8.41,83,3,1960,9,simple,yes,yes,no,no,no
490.34,7.66,64,2,1918,2,good,yes,no,yes,no,no
411.6,4.29,96,3,1918,2,good,no,no,yes,no,no
479.01,8.71,55,2,1918,8,simple,yes,yes,yes,no,no
826.3,10.08,82,3,1957,2,simple,yes,yes,yes,no,no
368.13,8.18,45,2,1957.5,8,simple,yes,yes,yes,no,no
869.21,10.23,85,3,1957.5,8,simple,yes,yes,yes,no,no
630.83,6.93,91,3,1918,2,simple,yes,no,yes,no,no
1000.12,10,100,4,1998,24,simple,yes,yes,yes,yes,no
1135.07,9.46,120,4,1996,12,simple,yes,yes,yes,no,no
515.39,11.71,44,2,1939,2,good,yes,yes,yes,no,no
922.14,9.92,93,3,1970,13,good,yes,yes,yes,no,no
582.89,8.7,67,2,1991,13,simple,yes,yes,yes,no,no
306.78,11.8,26,1,1972,13,good,yes,yes,yes,no,no
552.19,10.04,55,2,1996,13,good,yes,yes,no,no,no
1173.33,11.73,100,3,1998.5,5,best,yes,yes,yes,no,yes
373.18,8.89,42,2,1960,22,simple,yes,yes,yes,no,no
855.85,9.95,86,3,1960,22,simple,yes,yes,yes,no,no
145.31,2.34,62,3,1957,21,simple,yes,no,no,no,no
120.8,2.16,56,2,1969,22,simple,yes,yes,yes,no,yes
775.49,6.15,126,4,1918,25,simple,yes,yes,yes,yes,no
446.44,7.2,62,2,1974,25,simple,yes,yes,yes,no,no
546.58,8.41,65,2,1969,25,simple,yes,yes,yes,no,no
425.63,8.87,48,2,1960,25,good,yes,yes,no,no,no
490.31,6.91,71,3,1957,25,simple,yes,yes,no,no,no
313.69,5.92,53,2,1948,25,simple,yes,yes,no,no,no
706.84,6.26,113,4,1966,18,simple,yes,yes,yes,yes,no
475.51,11.32,42,1,1957,18,simple,yes,yes,yes,no,no
1210.4,9.46,128,3,1918,9,good,yes,yes,yes,yes,yes
706.19,8.31,85,3,1918,9,best,yes,yes,yes,no,no
360,10.91,33,1,1975,19,simple,yes,yes,yes,no,no
1519.2,9.5,160,6,1918,19,simple,yes,yes,yes,no,no
598.21,8.55,70,3,1918,19,simple,yes,yes,yes,no,no
797.11,10.63,75,3,1966,19,good,yes,yes,yes,yes,no
422.53,4.86,87,4,1924,10,simple,yes,yes,yes,no,no
632.45,6.32,100,4,1918,10,simple,yes,yes,yes,no,no
287.2,4.29,67,3,1918,1,good,yes,no,no,no,no
804.79,5.47,147,6,1918,1,good,yes,yes,yes,no,no
554.76,11.56,48,2,1990,1,good,yes,yes,yes,no,no
484.6,4.04,120,4,1918,1,good,no,no,no,yes,no
428.07,8.23,52,2,1991,2,simple,yes,yes,yes,no,no
1002.15,12.37,81,3,2000,2,simple,yes,yes,yes,no,no
452.02,7.41,61,3,1918,2,good,yes,no,no,no,no
937.49,9.66,97,3,1983,13,good,yes,yes,yes,no,no
920.46,8.6,107,4,1966,18,good,yes,yes,yes,no,no
847.38,10.46,81,3,2000,19,good,yes,yes,yes,no,no
416.91,8.69,48,2,1966,19,simple,yes,yes,yes,no,no
294.37,9.81,30,1,1970,16,good,yes,yes,yes,no,no
265.88,12.09,22,1,1973,16,simple,yes,yes,yes,no,no
587.99,8.91,66,3,1970,13,simple,yes,yes,yes,no,no
413.1,7,59,2,1948,18,simple,yes,yes,yes,no,no
336.45,12.46,27,1,1971,17,simple,yes,yes,no,yes,no
814.93,9.48,86,4,1974,19,good,yes,yes,yes,no,no
702,10.03,70,3,1967,19,good,yes,yes,yes,no,no
523.8,5.76,91,3,1924,9,simple,yes,yes,yes,no,no
279.04,4.9,57,2,1957,3,good,yes,no,no,no,no
510.8,7.86,65,2,1918,9,good,yes,no,no,no,no
486.76,7.49,65,2,1957,9,good,yes,yes,no,no,no
894.76,10.53,85,3,1980,9,good,yes,yes,yes,yes,yes
588.77,6.62,89,2,1918,8,simple,yes,no,no,no,no
777.17,12.54,62,3,1966,11,simple,yes,yes,yes,no,no
637.65,7.59,84,3,1998.5,24,simple,yes,yes,yes,no,no
296.4,9.88,30,1,1971,14,simple,yes,yes,yes,no,no
542,8.21,66,2,1984,14,simple,yes,yes,yes,no,no
222.5,4.45,50,2,1966,14,simple,yes,yes,yes,no,no
271.77,6.47,42,2,1960,14,simple,yes,yes,no,no,no
194.92,3.75,52,2,1924,14,simple,yes,yes,no,no,no
382.42,4.97,77,3,1918,16,simple,yes,yes,no,no,no
285.07,4.92,58,3,1918,16,simple,yes,yes,no,no,no
286.8,14.34,20,1,1972,5,simple,yes,yes,yes,no,no
706.65,9.18,77,3,1957,16,good,yes,yes,yes,no,no
558.06,9.79,57,2,1986,16,simple,yes,yes,yes,no,no
797.62,11.08,72,2,1918,5,simple,yes,yes,yes,no,no
838.53,12.71,66,3,1918,5,simple,yes,yes,yes,no,yes
417.73,8.19,51,2,1948,17,simple,yes,yes,yes,no,yes
884.55,10.53,84,3,1981,6,simple,yes,yes,yes,no,no
680.03,10.97,62,2,1918,5,good,yes,yes,yes,no,no
340.52,7.92,43,2,2000,11,simple,yes,yes,yes,no,no
461.19,8.54,54,2,1960,11,simple,yes,yes,yes,no,no
938.73,12.86,73,3,1988,10,simple,yes,yes,yes,no,no
560.9,7.79,72,3,1957,2,good,yes,yes,yes,no,no
807.29,12.05,67,3,1972,2,good,yes,yes,yes,no,yes
291.33,7.67,38,1,1972,19,simple,yes,yes,yes,no,no
1034.33,10.34,100,3,1973,19,good,yes,yes,yes,yes,no
567.55,8.73,65,2,1991,18,simple,yes,yes,yes,no,yes
696.39,9.41,74,3,1994,5,simple,yes,yes,yes,no,no
588.82,9.5,62,3,1966,19,simple,yes,yes,yes,no,no
764.61,8.89,86,3,1918,8,simple,yes,yes,yes,no,no
690,9.08,76,3,1918,8,simple,yes,yes,yes,no,no
655.76,7.9,83,5,1960,8,simple,yes,yes,yes,no,no
380.25,11.18,34,2,1960,2,good,yes,yes,yes,no,no
498.51,8.75,57,3,1966,6,simple,yes,yes,no,no,no
959.56,9.41,102,3,1918,21,simple,yes,yes,yes,yes,no
400.05,7.02,57,3,1918,6,simple,no,yes,yes,no,no
1140,8.84,129,4,1918,2,good,yes,yes,yes,no,no
522.96,5.03,104,3,1918,2,good,yes,yes,no,no,no
306.78,8.77,35,1,1957,2,good,yes,yes,no,no,no
112.08,2.16,52,2,1918,6,simple,yes,no,yes,no,no
700.38,7.78,90,4,1948,17,simple,yes,yes,yes,no,no
491.12,8.77,56,2,1967,25,simple,yes,yes,yes,no,no
521.48,10.23,51,2,1983,20,good,yes,yes,yes,no,no
466.81,10.15,46,2,1957,25,simple,yes,yes,yes,no,no
649.35,9.28,70,3,1957,3,good,yes,yes,yes,no,no
383.48,10.96,35,1,1960,4,good,yes,yes,yes,no,no
766.95,9.96,77,3,1983,17,simple,yes,yes,yes,no,yes
559.51,9.65,58,2,1998.5,6,simple,yes,yes,yes,no,no
396.26,12.38,32,1,1969,12,good,yes,yes,yes,no,no
613.53,10.23,60,3,1957,25,simple,yes,yes,no,no,no
685.14,10.23,67,2,1918,2,good,yes,yes,yes,no,no
574.96,11.5,50,2,2000,2,good,yes,yes,yes,no,no
838.53,8.22,102,4,1980,16,simple,yes,yes,yes,no,no
912.72,12.01,76,3,1918,3,good,yes,yes,yes,no,no
301.97,10.07,30,1,1957,4,good,yes,yes,yes,no,no
706.89,10.88,65,2,1957,3,good,yes,no,no,no,no
613.56,7.97,77,3,1967,25,simple,yes,yes,yes,no,no
353.41,12.19,29,1,1966,25,good,yes,yes,yes,no,no
295.19,7.38,40,1,1967,25,simple,yes,yes,yes,no,no
335.48,11.98,28,1,1967,25,simple,yes,yes,yes,no,no
519.82,8.12,64,3,1966,25,simple,yes,yes,yes,no,no
772.69,6.44,120,5,1966,6,simple,yes,yes,yes,no,no
419.01,9.98,42,2,1948,20,good,yes,yes,yes,no,no
448.34,8.97,50,2,1982,7,simple,yes,yes,yes,no,no
325.84,8.15,40,1,1973,7,good,yes,yes,yes,no,no
339.09,7.89,43,1,1976,20,simple,yes,yes,yes,no,no
819.74,9.01,91,3,1998.5,20,good,yes,yes,yes,yes,yes
779.37,7.22,108,6,1948,20,good,yes,yes,yes,no,no
574.65,7.77,74,3,1966,20,good,yes,yes,yes,no,no
775.54,9.69,80,3,1957.5,20,good,yes,yes,yes,no,no
627.11,8.36,75,3,1948,7,good,yes,yes,yes,no,no
650.89,11.22,58,2,1992,7,simple,yes,yes,yes,no,no
961.23,11.31,85,4,1924,16,good,yes,yes,yes,no,yes
605.58,9.77,62,2,1973,16,simple,yes,yes,yes,no,no
592.67,8.72,68,3,1971,16,good,yes,yes,yes,yes,no
691.01,9.34,74,3,1948,9,good,yes,yes,yes,no,yes
970.05,10.78,90,3,1960,9,good,yes,yes,yes,no,no
383.94,8.17,47,2,1918,25,simple,yes,yes,yes,no,no
434.37,11.74,37,1,1992,6,simple,yes,yes,yes,no,no
534.3,9.37,57,2,1981,20,simple,yes,yes,yes,no,no
359.75,5.53,65,3,1966,20,simple,yes,yes,yes,no,no
530.63,7.27,73,3,1966,10,simple,yes,yes,yes,no,no
664.69,9.11,73,3,1974,25,simple,yes,yes,yes,no,no
183.09,3.98,46,2,1918,25,simple,no,no,yes,no,no
374.15,10.69,35,1,1967,25,simple,yes,yes,no,no,no
568.5,8.01,71,3,1924,25,simple,yes,yes,yes,no,no
516.41,10.13,51,2,1957,25,simple,yes,yes,yes,no,no
719.5,8.18,88,4,1918,25,simple,yes,yes,no,no,no
362.86,6.26,58,2,1948,25,simple,yes,yes,yes,no,no
766.95,8.62,89,3,1994,17,good,yes,yes,yes,no,yes
499.95,6.76,74,2,1984,16,simple,yes,yes,no,no,no
657.51,8.12,81,3,1973,16,simple,yes,yes,yes,yes,no
591.62,10.38,57,2,1985,16,simple,yes,yes,yes,no,no
724.65,10.21,71,2,1957,2,good,yes,yes,yes,no,no
781.8,10.29,76,3,1948,17,simple,yes,yes,no,no,no
700.48,7.37,95,3,1960,17,good,yes,yes,yes,no,no
927.59,7.73,120,4,1948,18,best,yes,yes,yes,no,no
1046.87,9.52,110,4,1957,18,good,yes,yes,yes,yes,no
433.04,6.66,65,3,1957,18,good,yes,yes,no,no,no
346.48,7.07,49,2,1960,18,simple,yes,yes,yes,no,no
584.79,6.36,92,4,1939,17,simple,yes,yes,yes,no,no
357.83,10.52,34,1,1987,4,good,yes,yes,yes,no,no
766.95,8.52,90,4,1960,4,good,yes,yes,yes,no,no
367.01,5.92,62,2,1948,3,good,yes,yes,no,no,no
530.91,5.31,100,4,1918,4,good,yes,yes,yes,no,no
667.92,6.96,96,4,1924,4,good,yes,yes,no,no,yes
327.23,9.35,35,1,1972,4,simple,yes,yes,yes,no,no
817.97,8.18,100,4,1960,4,simple,yes,yes,yes,no,no
702,9.75,72,3,1957,4,good,yes,yes,yes,no,no
957.26,13.68,70,2,1957.5,3,good,yes,yes,yes,yes,no
281.21,5.31,53,2,1918,3,good,no,no,yes,no,no
178.95,4.16,43,1,1957,4,good,yes,yes,yes,no,no
337.46,9.12,37,1,1967,4,good,yes,yes,yes,no,no
390.75,13.96,28,1,1975,4,good,yes,yes,yes,no,no
493.41,5.03,98,3,1918,4,good,yes,yes,yes,no,no
423.01,7.83,54,2,1966,4,good,yes,yes,no,no,no
1278.25,9.61,133,4,1957.5,2,good,yes,yes,yes,no,no
521.53,11.59,45,2,1957.5,8,simple,yes,yes,yes,no,no
361.91,4.83,75,4,1918,8,simple,yes,no,yes,no,no
992.72,10.45,95,3,1918,2,good,yes,yes,yes,no,no
945.91,8.6,110,3,1918,9,good,yes,yes,yes,no,yes
583.91,8.72,67,2,1948,9,good,yes,yes,yes,no,no
105.9,2.3,46,2,1957,9,good,yes,yes,no,no,no
522.75,8.04,65,3,1960,9,simple,yes,yes,yes,no,no
1329.38,14.94,89,3,1918,9,good,yes,yes,no,no,yes
1022.6,8.18,125,5,1924,9,good,yes,yes,yes,no,no
674.63,10.54,64,2,1924,9,good,yes,yes,yes,no,no
727.66,9.45,77,3,1957,21,good,yes,yes,yes,no,no
601.71,10.56,57,2,1998.5,22,simple,yes,yes,no,no,yes
601.02,10.02,60,2,1992,15,good,yes,yes,yes,no,no
1527.3,8.98,170,5,1918,13,good,yes,yes,yes,yes,no
524.76,7.5,70,2,1992,15,good,yes,yes,yes,no,yes
489.44,9.6,51,2,1993,15,good,yes,yes,yes,no,no
732.8,7.33,100,4,1977,14,good,yes,yes,yes,no,no
949.65,11.87,80,3,2001,15,good,yes,yes,yes,no,yes
482.83,9.66,50,2,1993,15,good,yes,yes,yes,no,no
375.62,6.06,62,2,1969,16,simple,yes,yes,no,no,no
621.72,9.14,68,2,1993,16,simple,yes,yes,yes,no,no
700.99,8.76,80,3,1991,13,simple,yes,yes,yes,no,no
771.76,12.86,60,2,1989,13,simple,yes,yes,yes,no,yes
693.59,8.67,80,3,1971,15,simple,yes,yes,no,no,no
874.32,11.66,75,3,1992,15,good,yes,yes,yes,no,yes
362,6.14,59,2,1957,3,good,no,no,no,no,no
808.25,10.63,76,3,1918,12,good,yes,yes,yes,no,no
922.64,6.59,140,5,1924,4,good,yes,no,yes,no,no
704.44,8,88,4,1984,20,simple,yes,yes,yes,no,no
486.1,6.94,70,2,1966,6,simple,yes,yes,no,no,no
608.44,10.31,59,2,1998,7,simple,yes,yes,yes,no,no
692.81,12.6,55,2,1957,6,simple,yes,yes,yes,no,no
512.37,8.99,57,2,1993,7,simple,yes,yes,yes,no,no
639.13,8.76,73,3,1957.5,7,simple,yes,yes,no,no,no
1022.16,11.11,92,4,1992,7,simple,yes,yes,yes,no,yes
421.73,7.53,56,3,1960,7,simple,yes,yes,yes,no,no
398.88,4.81,83,2,1948,7,simple,yes,yes,yes,no,no
399.43,5.4,74,3,1924,6,simple,yes,yes,yes,no,no
390.52,6.01,65,2,1957,2,simple,yes,no,yes,no,no
611.82,9.41,65,3,1957,2,simple,yes,yes,yes,no,no
787.4,11.41,69,3,1993,2,simple,yes,yes,no,no,yes
629.7,12.35,51,2,1983,2,simple,yes,yes,yes,no,no
811.93,7.96,102,3,1980,3,good,yes,yes,yes,no,no
765.87,7.82,98,4,1966,7,simple,yes,yes,yes,no,no
391.14,12.22,32,1,1957,5,good,yes,yes,no,no,no
772.48,9.66,80,3,1989,16,simple,yes,yes,yes,no,no
403.04,10.89,37,1,1957,17,simple,yes,yes,yes,no,no
569.08,7.69,74,3,1971,17,simple,yes,yes,yes,no,no
606.35,7.87,77,4,1960,19,simple,yes,yes,yes,no,no
591.71,10.57,56,2,1995,19,good,yes,yes,yes,no,no
917.02,8.99,102,5,1918,5,good,yes,yes,yes,yes,no
483.18,7,69,3,1971,19,simple,yes,yes,yes,no,no
421.61,7.4,57,1,1975,14,simple,yes,yes,yes,no,no
590.96,6.87,86,3,1972,19,simple,yes,yes,yes,no,no
458.35,8.04,57,2,1971,18,good,yes,yes,yes,no,no
505.72,8.87,57,2,1918,18,simple,yes,yes,yes,no,no
613.56,10.96,56,2,1918,6,simple,yes,yes,yes,no,no
559.37,8.35,67,2,1990,10,simple,yes,yes,yes,no,no
338.95,9.42,36,1,1960,19,simple,yes,yes,yes,no,no
455.06,8.13,56,2,1973,19,simple,yes,yes,yes,no,no
251.15,7.61,33,1,1972,9,simple,yes,yes,yes,no,no
673.96,8.32,81,3,1981,20,simple,yes,yes,yes,no,no
764.94,11.42,67,2,1993,20,good,yes,yes,yes,no,no
914.73,7.38,124,4,1971,20,good,yes,yes,yes,yes,no
464.6,6.45,72,3,1957.5,5,simple,yes,yes,yes,no,no
455.28,7.11,64,3,1957,5,good,yes,yes,yes,no,no
409.42,5.12,80,3,1918,5,simple,no,no,no,no,no
483.19,13.06,37,1,1918,5,good,yes,yes,yes,no,yes
663.85,5.53,120,2,1918,5,good,yes,yes,yes,no,no
656.83,6.57,100,3,1918,5,good,yes,yes,yes,no,no
269.93,5.19,52,2,1993,4,simple,yes,yes,yes,no,no
768.54,9.61,80,3,1966,4,simple,yes,yes,no,no,no
613.55,8.18,75,3,1966,4,simple,yes,yes,yes,no,no
314.38,6.29,50,3,1948,4,simple,yes,yes,yes,no,no
222.42,3.65,61,2,1957,3,good,yes,no,no,no,no
330.12,5.24,63,3,1918,4,good,yes,no,yes,no,no
492.41,7.03,70,2,1992,15,good,yes,yes,yes,no,yes
629.49,7.68,82,3,1918,16,good,yes,yes,yes,yes,no
613.56,8.64,71,3,1989,13,simple,yes,yes,yes,no,no
537.9,9.12,59,2,1998.5,13,good,yes,yes,yes,no,no
530.62,8.84,60,2,1990,13,good,yes,yes,yes,no,yes
812.96,10.42,78,3,1987,13,simple,yes,yes,yes,yes,yes
352.8,5.78,61,2,1918,9,simple,yes,yes,yes,no,no
373.19,9.33,40,1,1975,5,simple,yes,yes,yes,no,no
741.38,10.9,68,2,1992,6,simple,yes,yes,yes,no,no
777.18,10.36,75,3,1918,6,simple,yes,yes,yes,no,no
745.82,13.08,57,2,1994,20,good,yes,yes,yes,no,no
418.63,5.37,78,3,1960,7,simple,yes,yes,yes,no,no
317,9.91,32,1,1970,7,simple,yes,yes,yes,no,no
209.3,6.54,32,1,1969,13,simple,yes,yes,yes,no,no
505.7,7.22,70,2,1980,6,simple,yes,yes,yes,no,no
1214.8,8.38,145,4,1996,25,simple,yes,yes,yes,no,yes
1278.25,10.56,121,3,1960,12,good,yes,yes,yes,no,yes
388.59,12.54,31,1,1960,2,good,yes,yes,yes,no,no
664.69,8.31,80,3,1918,2,good,yes,yes,yes,yes,no
386.91,12.9,30,1,1960,2,simple,yes,yes,yes,no,no
272.62,9.4,29,1,1966,5,simple,yes,yes,yes,no,no
674.92,12.05,56,2,1957,5,simple,yes,yes,yes,no,no
441.29,8.83,50,2,1957,3,good,yes,yes,yes,no,no
322.51,8.06,40,1,1957,19,simple,yes,yes,yes,no,no
603.56,13.12,46,2,1918,2,good,yes,yes,yes,no,no
396.73,11.02,36,1,1988,24,simple,yes,yes,yes,no,no
292.64,11.71,25,1,1960,3,good,yes,yes,yes,no,no
500.18,5.21,96,4,1973,19,simple,yes,yes,yes,no,no
1159.36,7.63,152,5,2000,19,good,yes,yes,yes,no,no
373.56,8.69,43,2,1957.5,6,simple,yes,yes,yes,no,no
586.29,7.15,82,3,1918,6,simple,yes,yes,no,no,no
633.65,7.37,86,4,1970,6,simple,yes,yes,yes,no,no
313.66,5.7,55,2,1948,21,good,yes,yes,yes,no,no
839.77,9.76,86,3,1918,3,good,no,yes,yes,no,no
1069.68,11.89,90,2,1981,3,good,yes,yes,yes,no,no
326.86,7.26,45,2,1924,12,simple,yes,yes,yes,no,no
783.44,8.8,89,3,1981,12,good,yes,yes,yes,no,no
466.36,9.72,48,2,1918,12,good,yes,yes,yes,no,no
342.57,10.71,32,1,1972,11,simple,yes,yes,yes,no,no
697.71,8.72,80,2,1966,11,simple,yes,yes,yes,no,no
668.24,11.72,57,2,1918,2,good,yes,yes,yes,no,no
480.63,8.58,56,1,1918,2,good,yes,yes,yes,no,no
511.93,6.83,75,4,1957,3,good,yes,yes,no,no,no
796.61,9.48,84,4,1960,3,good,yes,yes,yes,no,no
623.79,12.23,51,2,1960,3,good,yes,yes,no,no,no
534.05,9.89,54,2,1987,2,simple,yes,yes,yes,no,no
396.87,6.96,57,2,1957,3,good,yes,yes,no,no,no
843.64,9.7,87,3,1918,3,simple,yes,yes,yes,no,no
624.96,11.36,55,2,1918,5,good,yes,yes,yes,no,no
671.34,8.09,83,3,1960,9,good,yes,yes,no,no,no
846.58,9.51,89,4,1918,9,best,yes,yes,yes,no,yes
420.26,6.78,62,2,1918,2,good,no,no,no,no,no
1088.74,12.37,88,3,1960,9,good,yes,yes,yes,no,no
447.1,9.12,49,2,1966,8,simple,yes,yes,yes,no,no
310.4,6.9,45,2,1939,8,simple,yes,yes,no,yes,no
997.04,11.73,85,3,1995,8,simple,yes,yes,yes,yes,no
613.12,6.59,93,4,1924,18,simple,yes,yes,yes,no,no
486.26,4.96,98,4,1966,19,simple,yes,yes,no,no,no
380.13,5.51,69,3,1960,11,simple,yes,yes,no,no,no
383.48,7.99,48,2,1924,12,simple,yes,yes,yes,no,no
398.81,6.43,62,3,1966,24,simple,yes,yes,yes,no,no
466.79,8.19,57,2,1988,4,simple,yes,yes,yes,no,yes
1012.58,7.91,128,4,1972,4,simple,yes,yes,yes,no,no
521.75,7.79,67,3,1960,4,simple,yes,yes,no,no,no
483.18,9.12,53,2,1957,2,good,yes,yes,yes,no,no
855.03,10.3,83,3,1948,4,good,yes,yes,yes,no,no
541.98,10.23,53,2,2001,13,simple,yes,yes,yes,no,no
218.11,4.54,48,4,1957,25,good,yes,yes,yes,no,no
406.93,6.26,65,2,1966,10,simple,yes,yes,yes,no,no
276.2,8.63,32,1,1973,10,simple,yes,yes,yes,no,no
813.56,12.91,63,2,1993,3,good,yes,yes,yes,no,no
320.08,11.85,27,1,1972,3,good,yes,yes,yes,no,no
489.83,7.54,65,3,1924,3,good,yes,yes,yes,no,no
626.5,7.37,85,2,1993,20,good,yes,yes,yes,no,no
305.31,8.72,35,1,1974,7,simple,yes,yes,yes,no,no
555.55,7.31,76,3,1974,20,simple,yes,yes,no,no,no
289.08,6.88,42,1,1957,17,good,yes,yes,yes,no,no
392.94,5.95,66,3,1966,16,simple,yes,yes,no,no,no
532.56,10.65,50,2,1918,17,simple,yes,no,no,no,no
988,11.36,87,3,1992,17,good,yes,yes,yes,no,no
397.98,4.28,93,4,1957.5,17,simple,yes,yes,no,yes,no
470.39,9.8,48,2,1983,16,simple,yes,yes,yes,no,no
505.99,10.12,50,2,1987,16,simple,yes,yes,yes,no,yes
260.15,5,52,2,1948,16,simple,yes,yes,yes,no,no
802.99,8.54,94,4,1992,19,good,yes,yes,yes,no,no
271.16,7.75,35,1,1966,19,simple,yes,yes,yes,no,no
567.54,8.11,70,3,1973,16,simple,yes,yes,yes,no,no
323.42,9.24,35,1,1970,21,simple,yes,yes,yes,no,no
506.19,7.79,65,3,1966,7,simple,yes,yes,no,no,no
